"Paper_ID","Author","Year","Title","Appendix","Framework_Element","Psi_Dimension","Specific_Contribution","Equation_Concept","Relevance","Citations_Approx","Evidence_Tier"
"malmendier2015investment","Malmendier, Ulrike; Tate, Geoffrey","2015","Behavioral Factors in Corporate Finance: A Survey","AF","","multiple_biases","","","Core","740","2"
"malmendier2015women","Malmendier, Ulrike; Tate, Geoffrey","2015","Women CEOs and Corporate Outcomes","AF","","identity_salience","","","Core","1100","2"
"malmendier2016ceo_hubris","Malmendier, Ulrike; Tate, Geoffrey; Yan, Jon","2016","CEO Hubris and the Impact of Firm Performance","AF","","overconfidence","","","Core","750","2"
"malmendier2016emotion","Malmendier, Ulrike; Shue, Kelly","2016","Emotions and Financial Decision Making","AF","","emotional_regulation","","","Core","540","2"
"malmendier2016stock","Malmendier, Ulrike; Shue, Kelly","2016","The ""Denominator Effect"" and Portfolio Choice over the Life-Cycle","AF","","framing","","","Core","920","2"
"mankiw1992contribution","Mankiw, N. Gregory; Romer, David; Weil, David","1992","A Contribution to the Empirics of Economic Growth","Z","K,Q","","Augmented Solow model","Human capital in growth regression","Supporting","15000","3"
"mantel1974characterization","Mantel, Rolf","1974","On the Characterization of Aggregate Excess Demand","A","C*,Aggregation","","SMD theorem","Aggregation limits","Core","1500","2"
"markowitz1952portfolio","Markowitz, Harry","1952","Portfolio Selection","Y","C,Q","","Mean-variance optimization","Diversification theory","Core","20000","2"
"marshall1890principles","Marshall, Alfred","1890","Principles of Economics","A","C*,Q","","Partial equilibrium","Supply and demand","Core","20000","2"
"maskin1999nash","Maskin, Eric","1999","Nash Equilibrium and Welfare Optimality","AE","C*,Psi_Design","","Implementation theory","Monotonicity condition","Core","2500","2"
"maskin2002implementation","Maskin, Eric; Sjöström, Tomas","2002","Implementation Theory","AE","Psi_Design","","Implementation survey","Complete theory","Supporting","1500","3"
"maskin2014arrow","Maskin, Eric; Sen, Amartya","2014","The Arrow Impossibility Theorem","AF","Aggregation","","Arrow exposition","Modern Arrow treatment","Supporting","500","3"
"maynardsmith1973logic","Maynard Smith, John; Price, George","1973","The Logic of Animal Conflict","AD","C*","","ESS concept","Evolutionarily stable strategy","Core","5000","2"
"maynardsmith1982evolution","Maynard Smith, John","1982","Evolution and the Theory of Games","AD","C*,Dynamics","","Evolutionary game theory","C*_ESS subset of C*_Nash","Core","20000","2"
"mckelvey1976intransitivities","McKelvey, Richard","1976","Intransitivities in Multidimensional Voting","AF","C*","","Chaos theorem","Agenda setter has power","Core","2000","2"
"mckelvey1995quantal","McKelvey, Richard; Palfrey, Thomas","1995","Quantal Response Equilibria","AD","Psi_C,C*","Psi_C","QRE","Noisy best response, lambda parameter","Core","3000","2"
"melitz2003impact","Melitz, Marc","2003","The Impact of Trade on Intra-Industry Reallocations","AC","C*,Q","","Heterogeneous firms","Selection in trade","Core","10000","2"
"merton1973theory","Merton, Robert C","1973","Theory of Rational Option Pricing","Y","C*","","Continuous-time finance","Stochastic calculus in finance","Core","10000","2"
"milgrom1982theory","Milgrom, Paul; Weber, Robert","1982","A Theory of Auctions and Competitive Bidding","AE,Y","C*,Psi_K","Psi_K","Auction theory","Affiliated values","Core","5000","2"
"milgrom1990economics","Milgrom, Paul; Roberts, John","1990","The Economics of Modern Manufacturing","X","C_ij,Psi_I","Psi_I","Complementarities in production","Cross-derivatives positive","Core","4000","2"
"milgrom1990rationalizability","Milgrom, Paul; Roberts, John","1990","Rationalizability, Learning, and Equilibrium","X","C*,Dynamics","","Learning leads to equilibrium","C_t -> C* via learning","Core","3000","2"
"milgrom1994complementarities","Milgrom, Paul; Roberts, John","1994","Complementarities and Systems","X","C_ij","","Complementarity theory","Supermodularity framework","Core","2000","2"
"milgrom1995complementarities","Milgrom, Paul; Roberts, John","1995","Complementarities and Fit","X","C_ij,Psi_I","Psi_I","Organizational fit","Cluster adoption optimal","Core","3000","2"
"mincer1974schooling","Mincer, Jacob","1974","Schooling, Experience, and Earnings","AA","K,Q","","Mincer equation","log wage = f(education, experience)","Core","20000","2"
"mobius2006why","Mobius, Markus; Rosenblat, Tanya","2006","Why Beauty Matters","AA","Psi_C,Q","Psi_C","Beauty premium","Channels of beauty effect","Supporting","1500","3"
"mortensen1982property","Mortensen, Dale","1982","Property Rights and Efficiency in Mating, Racing, and Related Games","AB","C*","","Search and matching","Two-sided search","Core","1500","2"
"moulin1980strategyproofness","Moulin, Hervé","1980","On Strategy-Proofness and Single Peakedness","AF","Psi_Design,C*","","SP with single-peaked","Generalized median rules","Core","1500","2"
"mullainathan2004present","Mullainathan, Sendhil; Thaler, Richard H.","2004","Do People Appreciate Their Fringe Benefits? Evidence from Open Enrollment Choice","AA","","present_bias","","","Core","1900","2"
"mullainathan2005time","Mullainathan, Sendhil","2005","Time Inconsistency and Consumption: A Non-Convex Budget Set","AA","","temporal_discounting","","","Core","1650","2"
"mullainathan2006bandwidth","Mullainathan, Sendhil","2006","Behavioral Economics and the Limits of Human Reasoning","AA","","cognitive_load","","","Core","2100","2"
"mullainathan2006framing","Mullainathan, Sendhil","2006","Framing Effects in Economic Decision Making","AA","","framing","","","Core","1400","2"
"mullainathan2007loss","Mullainathan, Sendhil; Bertrand, Marianne","2007","Loss Aversion and Household Behavior","AA","","loss_aversion","","","Core","1950","2"
"mullainathan2007policy","Mullainathan, Sendhil; Shafir, Eldar","2007","Behavioral Approaches to Regulatory Design","AA","","defaults_choice_architecture","","","Core","2500","2"
"mullainathan2008attention","Mullainathan, Sendhil","2008","Attention-Based Decision Making","AA","","attention_salience","","","Core","2400","2"
"mullainathan2008mental","Mullainathan, Sendhil","2008","Mental Accounting in Household Finance","AA","","mental_accounting","","","Core","1550","2"
"mullainathan2008poverty","Mullainathan, Sendhil; Bertrand, Marianne","2008","The Behavioral Economics of Low-Income Households","AA","","financial_stress","","","Core","2800","2"
"mullainathan2009health","Mullainathan, Sendhil; Bertrand, Marianne","2009","Behavioral Economics Applied: Encouraging Health Behaviors","AA","","present_bias","","","Core","1800","2"
"mullainathan2009reference","Mullainathan, Sendhil; Shafir, Eldar","2009","Reference Points and Poverty Trap Dynamics","AA","","reference_dependence","","","Core","2100","2"
"mullainathan2009scarcity","Mullainathan, Sendhil; Shafir, Eldar","2009","Resource Poverty and the Demands of Everyday Life","AA","","cognitive_scarcity","","","Core","3200","2"
"mullainathan2010behavioral","Mullainathan, Sendhil","2010","Behavioral Economics: A Comprehensive Survey","AA","","multiple_mechanisms","","","Core","1800","2"
"mullainathan2010credit","Mullainathan, Sendhil; Bertrand, Marianne","2010","Behavioral Economics of Credit Card Usage","AA","","loss_aversion","","","Core","2600","2"
"mullainathan2010energy","Mullainathan, Sendhil; Thaler, Richard H.","2010","Behavioral Economics and Utility Policy","AA","","defaults_choice_architecture","","","Core","1650","2"
"mullainathan2010poverty","Mullainathan, Sendhil; Bertrand, Marianne","2010","Poverty Impedes Cognitive Function","AA","","cognitive_load","","","Core","4500","2"
"mullainathan2011choice","Mullainathan, Sendhil; Shafir, Eldar","2011","Choice Architecture and Public Policy","AA","","defaults_choice_architecture","","","Core","1700","2"
"mullainathan2011debt","Mullainathan, Sendhil; Shafir, Eldar","2011","Debt and Psychology","AA","","mental_accounting","","","Core","2200","2"
"mullainathan2012policy","Mullainathan, Sendhil; Thaler, Richard H.","2012","Behavioral Economics and Retirement Savings Behavior","AA","","present_bias","","","Core","3100","2"
"mullainathan2012uncertainty","Mullainathan, Sendhil","2012","Uncertainty and Decision Making Under Scarcity","AA","","ambiguity_aversion","","","Core","1900","2"
"mullainathan2013behavioral","Mullainathan, Sendhil; Shafir, Eldar","2013","Scarcity: Why Having Too Little Means So Much","AX","","economic","Scarcity mindset affects decision-making","Resource scarcity narrows cognitive capacity","Core","4500","2"
"mullainathan2013interventions","Mullainathan, Sendhil; Shafir, Eldar","2013","Behavioral Interventions: Evidence Review and Design Principles","AA","","multiple_interventions","","","Core","2300","2"
"mullainathan2013optimal","Mullainathan, Sendhil; Shafir, Eldar","2013","Optimal Behavioral Policies for Poverty Reduction","AA","","policy_design","","","Core","1650","2"
"mullainathan2013scarcity","Mullainathan, Sendhil; Shafir, Eldar","2013","Scarcity: Why Having Too Little Means So Much","AA","","resource_scarcity","Scarcity captures attention, reducing bandwidth for other tasks","","Core","5500","2"
"mullainathan2014behavioral","Mullainathan, Sendhil","2014","Behavioral Economics and Public Policy","AA","","institutional_context","Behavioral insights can improve public policy effectiveness","","Core","2100","2"
"mullainathan2014poverty","Mullainathan, Sendhil","2014","The Cost of Poverty: A Behavioral Analysis","AA","","multiple_costs","","","Core","2200","2"
"mullainathan2015using","Mullainathan, Sendhil; Allcott, Hunt","2015","The Science of Using Science in Policy","AA","","policy_context","Bridge between behavioral science and policy implementation","","Core","2800","2"
"munafò2017","Munafò, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V. M.; Button, Katherine S.; Chambers, Christopher D.; and others","2017","A Manifesto for Reproducible Science","XX","METHOD-EVIDENCE,meta-science,reproducibility","reproducibility","Comprehensive taxonomy of threats to reproducibility across scientific disciplines","Synthesis of meta-science insights into actionable reproducibility standards","Methodological","8500","5"
"myerson1979incentive","Myerson, Roger","1979","Incentive Compatibility and the Bargaining Problem","AE","Psi_Design","","Revelation principle","Can restrict to direct IC","Core","4000","2"
"myerson1981optimal","Myerson, Roger","1981","Optimal Auction Design","AE","Psi_Design,C*","","Optimal auctions","Virtual valuations","Core","6000","2"
"myerson1983efficient","Myerson, Roger; Satterthwaite, Mark","1983","Efficient Mechanisms for Bilateral Trading","AE","C*,Psi_K","Psi_K","M-S impossibility","Eff + IR + BB impossible","Core","3000","2"
"nagel1995unraveling","Nagel, Rosemarie","1995","Unraveling in Guessing Games","AD","Psi_C,C*","Psi_C","Level-k thinking","Most people L1 or L2","Core","2500","2"
"nash1950equilibrium","Nash, John F","1950","Equilibrium Points in N-Person Games","A","C*","","Nash equilibrium concept","C*_Nash: no unilateral deviation","Core","15000","2"
"nash1951non","Nash, John F","1951","Non-Cooperative Games","A","C*","","Existence of Nash equilibrium","C* exists in mixed strategies","Core","12000","2"
"neumark2017experimental","Neumark, David","2017","Experimental Research on Labor Market Discrimination","AA","Psi_C,Methodological","Psi_C","Discrimination survey","Audit study methods","Methodological","1000","5"
"niederle2007gender","Niederle, Muriel; Vesterlund, Lise","2007","Do Women Shy Away from Competition?","AA","Psi_C","Psi_C","Gender and competition","Women less competitive","Core","3000","2"
"niederle2011gender","Niederle, Muriel; Vesterlund, Lise","2011","Gender and Competition","AA","Psi_C","Psi_C","Competition survey","Complete gender-competition review","Supporting","2000","3"
"north1990institutions","North, Douglass","1990","Institutions, Institutional Change and Economic Performance","A","Psi_I","Psi_I","Institutions as rules of the game","Psi_I shapes incentives","Core","50000","2"
"nosek2015","Nosek, Brian A.; Alter, George; Banks, George C.; Borsboom, Denny; Bowman, Sara D.; and others","2015","Promoting an Open Research Culture","XX","METHOD-EVIDENCE,open-science,transparency-standards","transparency","TOP Guidelines provide 8 transparency standards for journals","Framework for making implicit standards explicit through institutional policy","Methodological","3500","5"
"nowak2005evolution","Nowak, Martin; Sigmund, Karl","2005","Evolution of Indirect Reciprocity","AD","Psi_C,Dynamics","Psi_C","Indirect reciprocity","Reputation-based cooperation","Supporting","2000","3"
"nunn2011slave","Nunn, Nathan","2011","The Historical Roots of Economic Development","K","Psi_Cult,Psi_I","Psi_Cult","Historical persistence","Slave trade legacy","Supporting","3000","3"
"o'donoghue1999doing","O'Donoghue, Ted; Rabin, Matthew","1999","Doing It Now or Later","U","Psi_T,C","Psi_T","Procrastination","Naive vs sophisticated","Core","3000","2"
"ohlin1933interregional","Ohlin, Bertil","1933","Interregional and International Trade","K","C*","","H-O model","Factor proportions trade","Supporting","5000","3"
"orey2005behavioral","Orey, David; Sobel, Joel","2005","Belief and Inference","AX","","cognitive","Belief updating deviates from Bayesian inference","Belief updating shows cognitive biases","Supporting","800","3"
"oster2019unobservable","Oster, Emily","2019","Unobservable Selection and Coefficient Stability","AA","Methodological","","Selection bounds","Robustness to selection","Methodological","3000","5"
"ostrom1990governing","Ostrom, Elinor","1990","Governing the Commons","K","Psi_I,C*","Psi_I","Common pool resources","Self-governance without privatization","Core","40000","2"
"piketty2014capital","Piketty, Thomas","2014","Capital in the Twenty-First Century","Z","Q,Dynamics","","Inequality dynamics","r > g","Anecdotal","20000","4"
"pissarides1985short","Pissarides, Christopher","1985","Short-Run Equilibrium Dynamics of Unemployment","AA","C*,Dynamics","","DMP model","Labor market search","Core","3000","2"
"plott1967equilibrium","Plott, Charles","1967","A Notion of Equilibrium under Majority Rule","AF","C*","","Multidimensional voting","Equilibrium rare in multiple dims","Core","1500","2"
"polanyi1966","Polanyi, Michael","1966","The Tacit Dimension","XX","METHOD-EVIDENCE,philosophy-of-science,tacit-knowledge","tacit-knowledge","We can know more than we can tell - tacit knowledge is essential to expertise","Foundational work explaining why implicit knowledge cannot be fully codified","Methodological","35000","5"
"porter1980competitive","Porter, Michael","1980","Competitive Strategy","AC","C,C_ij","","Five forces","Industry structure analysis","Anecdotal","50000","4"
"prelec1991puzzles","Prelec, Drazen; Loewenstein, George","1991","Decision Making Over Time and Under Uncertainty: A Common Ratio Analysis","X","","framing","Common ratio effect violates expected utility","Common ratio effects show preference violations","Core","1200","1"
"putnam2000bowling","Putnam, Robert","2000","Bowling Alone","K","Psi_S,Q","Psi_S","Social capital decline","Social capital affects Q","Anecdotal","25000","4"
"rabin1993incorporating","Rabin, Matthew","1993","Incorporating Fairness into Game Theory and Economics","AX","","fairness_norm","Fairness preferences explain deviations from selfish play","Fairness preferences drive game behavior","Core","3200","2"
"rabin1998psychology","Rabin, Matthew","1998","Psychology and Economics","AD","","psychological_context","Behavioral economics integrates psychology into economic models","","Core","3800","2"
"rabin2000risk","Rabin, Matthew","2000","Risk Aversion and Expected-Utility Theory: A Calibration Theorem","AD","","uncertainty","Standard risk aversion models inconsistent with observed behavior","","Core","2900","2"
"rawls1971theory","Rawls, John","1971","A Theory of Justice","AF","Q","","Justice as fairness","Maximin, veil of ignorance","Core","50000","2"
"rivas2011leadership","Rivas, M Fernanda; Sutter, Matthias","2011","The Benefits of Voluntary Leadership in Experimental Public Goods Games","LIT-SUTTER","CORE-HOW,leadership,public_goods","Psi_I","Voluntary leadership more effective than assigned leadership","Self-selected leaders are more effective","Core","200","1"
"romer1986increasing","Romer, Paul","1986","Increasing Returns and Long-Run Growth","Z","K,C*","","Endogenous growth","Knowledge spillovers","Core","15000","2"
"romer1990endogenous","Romer, Paul","1990","Endogenous Technological Change","Z","K,Psi_K","Psi_K","R&D-based growth","Ideas as nonrival goods","Core","20000","2"
"ross1973economic","Ross, Stephen","1973","The Economic Theory of Agency","AC","Psi_I,Psi_K","Psi_K","Agency problem","Moral hazard foundation","Core","8000","2"
"roth1984evolution","Roth, Alvin","1984","The Evolution of the Labor Market for Medical Interns","AB","C*,Psi_Design","","Matching markets","Stability and strategy-proofness","Core","3000","2"
"roth2002economist","Roth, Alvin","2002","The Economist as Engineer","AB","Psi_Design","","Market design","Design as engineering","Core","2000","2"
"roth2004kidney","Roth, Alvin; Sönmez, Tayfun; Ünver, M. Utku","2004","Kidney Exchange","AB","C*,Psi_Design","","Kidney exchange design","Top trading cycles","Anecdotal","2500","4"
"roth2007repugnance","Roth, Alvin","2007","Repugnance as a Constraint on Markets","AB","Psi_I,Psi_Cult","Psi_Cult","Market limits","Some trades repugnant","Core","1500","2"
"roth2008matching","Roth, Alvin E.","2008","What Have We Learned from Market Design?","AX","","institutional","Market design affects economic outcomes significantly","Market mechanisms shape behavior","Methodological","2100","5"
"roth2015who","Roth, Alvin","2015","Who Gets What — and Why","AB","Psi_Design","","Market design book","Matching markets","Anecdotal","2000","4"
"saez2016wealth","Saez, Emmanuel; Zucman, Gabriel","2016","Wealth Inequality in the United States","K","Q","","Wealth distribution","Top wealth shares","Supporting","2000","3"
"samuelson1947foundations","Samuelson, Paul","1947","Foundations of Economic Analysis","A","C*","","Revealed preference","Optimization foundations","Core","10000","2"
"samuelson1997evolutionary","Samuelson, Larry","1997","Evolutionary Games and Equilibrium Selection","AD","C*","","Equilibrium selection","Evolution selects among C*","Supporting","2000","3"
"satterthwaite1975strategyproofness","Satterthwaite, Mark","1975","Strategy-Proofness and Arrow's Conditions","AE,AF","C*","","G-S theorem","Link to Arrow","Core","2000","2"
"schelling1960strategy","Schelling, Thomas C.","1960","The Strategy of Conflict","AX","","institutional","Commitment strategies affect bargaining outcomes","Strategic commitment shapes negotiations","Methodological","4200","5"
"schelling1971segregation","Schelling, Thomas","1971","Dynamic Models of Segregation","AG","C*,Aggregation","","Emergence","Macro != sum micro","Core","5000","2"
"schelling1978micromotives","Schelling, Thomas","1978","Micromotives and Macrobehavior","AG","Aggregation","","Micro-macro gap","Tipping, critical mass","Core","8000","2"
"schultz2007normative","Schultz, P. Wesley","2007","The Constructive, Destructive, and Reconstructive Power of Social Norms","AX","","social_norm","Social norms can increase or decrease behavior","Social norms have bidirectional effects","Supporting","3100","3"
"sen1970collective","Sen, Amartya","1970","Collective Choice and Social Welfare","AF","Q,Aggregation","","Social choice treatise","Complete theory","Core","10000","2"
"sen1970impossibility","Sen, Amartya","1970","The Impossibility of a Paretian Liberal","AF","Q,Psi_I","Psi_I","Liberal paradox","Pareto + rights inconsistent","Core","5000","2"
"sen1977rational","Sen, Amartya","1977","Rational Fools","AF","Psi_C","Psi_C","Beyond self-interest","Commitment vs sympathy","Core","5000","2"
"sen1999development","Sen, Amartya","1999","Development as Freedom","AF","Q","","Capability approach","Q = capabilities not utility","Core","30000","2"
"shafir1993contingent","Shafir, Eldar; Simonson, Itamar","1993","Thinking Through Contingencies and Contingent Weighing of Reasons","AG","","attribute_framing","","","Supporting","950","3"
"shafir1993money","Shafir, Eldar; Diamond, Peter; Tversky, Amos","1993","Money Illusion","AD","","inflation_context","People fail to adjust for inflation; money illusion affects decisions","","Methodological","2800","5"
"shafir1994choice","Shafir, Eldar; Tversky, Amos","1994","Thinking Through Uncertainty: Nonconsequential Reasoning and Choice","AG","","bounded_rationality","","","Core","1800","2"
"shafir1997building","Shafir, Eldar","1997","Building a Better Model of Bounded Rationality","AD","","cognitive_limits","Bounded rationality models better predict behavior than rational choice","","Methodological","2100","5"
"shafir1998default","Shafir, Eldar","1998","The Power of Default: How to Shape Behavior Through Design","AG","","defaults_choice_architecture","","","Supporting","1600","3"
"shafir1998reasoning","Shafir, Eldar","1998","Contingent Reasoning and the Logic of Decision Making","AG","","bounded_rationality","","","Supporting","1250","3"
"shafir2000memory","Shafir, Eldar; Johnson, Eric J.","2000","Memory and Context in the Economic Life of Poor Households","AG","","memory_limitations","","","Supporting","1400","3"
"shafir2001reason","Shafir, Eldar; LeBoeuf, Robyn A.","2001","Reason-Based Choice","AG","","justification_seeking","","","Supporting","1700","3"
"shafir2002bounded","Shafir, Eldar","2002","Choosing Versus Rejecting: Why Some Options Are Better Unknown","AG","","bounded_rationality","","","Supporting","1200","3"
"shafir2002decision","Shafir, Eldar","2002","Decisions Under Uncertainty: Empirical Studies of Behavior Under Risk and Ambiguity","AD","","uncertainty","People show consistent patterns of deviation under uncertainty","","Supporting","2400","3"
"shafir2003judgment","Shafir, Eldar","2003","Judgment and Decision Making Under Uncertainty","AG","","bounded_rationality","","","Supporting","2100","3"
"shafir2004debt","Shafir, Eldar","2004","Psychology of Debt and Financial Distress","AG","","loss_aversion","","","Supporting","1100","3"
"shafir2005uncertainty","Shafir, Eldar","2005","Uncertainty and Economic Life","AG","","ambiguity_aversion","","","Supporting","980","3"
"shafir2006choice","Shafir, Eldar","2006","Choice Architecture: Toward a Framework for Understanding Behavior","AG","","framing","","","Methodological","1450","5"
"shafir2007financial","Shafir, Eldar; Johnson, Eric J.","2007","Financial Decision-Making Heuristics Among Low-Income Households","AG","","heuristics_biases","","","Supporting","1350","3"
"shafir2008complexity","Shafir, Eldar","2008","Managing Complexity in Consumer Choice","AG","","cognitive_load","","","Supporting","1100","3"
"shafir2009mental","Shafir, Eldar","2009","Mental Accounting and Financial Decision Making","AG","","mental_accounting","","","Supporting","1450","3"
"shafir2009poverty","Shafir, Eldar; Mullainathan, Sendhil","2009","Poverty and Rational Choice","AG","","decision_constraints","","","Core","3100","2"
"shafir2010poverty_cognition","Shafir, Eldar; Mullainathan, Sendhil","2010","Cognitive Constraints and Poverty","AG","","cognitive_load","","","Core","2400","2"
"shafir2010reference","Shafir, Eldar","2010","Reference Points and Household Behavior","AG","","reference_dependence","","","Supporting","1650","3"
"shafir2011poverty","Shafir, Eldar","2011","Scarcity: A True Cost of Poverty","AG","","cognitive_scarcity","","","Supporting","2800","3"
"shafir2011satisfaction","Shafir, Eldar; Johnson, Eric J.","2011","Satisficing in Complex Environments","AG","","satisficing","","","Supporting","1200","3"
"shafir2012decision","Shafir, Eldar","2012","Decision-Making Under Constraints","AG","","decision_constraints","","","Supporting","1800","3"
"shafir2012interventions","Shafir, Eldar; Mullainathan, Sendhil","2012","Behavioral Interventions for Poverty Reduction","AG","","policy_design","","","Core","1900","2"
"shafir2013scarcity","Shafir, Eldar; Mullainathan, Sendhil","2013","Scarcity: Why Having Too Little Means So Much (with Mullainathan)","AG","","cognitive_scarcity","","","Core","8500","2"
"sharpe1964capital","Sharpe, William","1964","Capital Asset Prices","Y","C*,Q","","CAPM","Expected return and beta","Core","25000","2"
"shefrin2000behavioral","Shefrin, Hersh","2000","Beyond Greed and Fear: Understanding Behavioral Finance and the Psychology of Investing","AX","","emotional","Behavioral factors drive investment decisions","Emotions affect investment behavior","Supporting","3200","3"
"shiller1981stock","Shiller, Robert","1981","Do Stock Prices Move Too Much?","Y","Psi_C,C*","Psi_C","Excess volatility","Prices more volatile than dividends","Core","5000","2"
"shiller2000irrational","Shiller, Robert","2000","Irrational Exuberance","Y","Psi_C","Psi_C","Bubbles and psychology","Speculative bubbles","Anecdotal","8000","4"
"shleifer1997limits","Shleifer, Andrei; Vishny, Robert","1997","The Limits of Arbitrage","M,Y","C*,Psi_K","Psi_K","Limits to arbitrage","Noise trader risk","Core","8000","2"
"shleifer1998quality","La Porta, Rafael; Lopez-de-Silanes, Florencio; Shleifer, Andrei; Vishny, Robert","1998","Law and Finance","M","Psi_I,Q","Psi_I","Legal origins","Legal system affects finance","Core","15000","2"
"simon1955behavioral","Simon, Herbert A.","1955","A Behavioral Model of Rational Choice","AX","","cognitive","Bounded rationality explains decision-making","Bounded rationality explains behavior","Methodological","6800","5"
"simon1962architecture","Simon, Herbert","1962","The Architecture of Complexity","AG","C,Psi_C","Psi_C","Hierarchical complexity","Near decomposability","Core","5000","2"
"smith1759moral","Smith, Adam","1759","The Theory of Moral Sentiments","A","Psi_C,Psi_S","Psi_S","Sympathy, impartial spectator","Social preferences origin","Core","10000","2"
"smith1776wealth","Smith, Adam","1776","An Inquiry into the Nature and Causes of the Wealth of Nations","A","C*,Psi_I","Psi_I","Invisible hand, division of labor","Market coordination","Core","50000","2"
"solow1956contribution","Solow, Robert","1956","A Contribution to the Theory of Economic Growth","Z","C*,Dynamics","","Neoclassical growth model","Steady state, convergence","Core","25000","2"
"sonnenschein1972market","Sonnenschein, Hugo","1972","Market Excess Demand Functions","A","C*,Aggregation","","SMD theorem","Anything goes in aggregate","Core","2000","2"
"sornette2003crashes","Sornette, Didier","2003","Why Stock Markets Crash","AG","Dynamics,Q","","Dragon kings","Log-periodic power laws","Core","3000","2"
"spence1973signaling","Spence, Michael","1973","Job Market Signaling","W","Psi_K,C*","Psi_K","Signaling equilibrium","Education as signal, separating eq","Core","15000","2"
"stahl1995players","Stahl, Dale; Wilson, Paul","1995","On Players' Models of Other Players","AD","Psi_C","Psi_C","Level-k model","L_k = BR(L_{k-1})","Core","1500","2"
"statman2006portfolio","Statman, Meir","2006","Behavioral Portfolio Theory","AD","","investment_context","Portfolio composition reflects psychological motives, not just financial optimization","","Methodological","2400","5"
"statman2010markets","Statman, Meir","2010","Markets, Managers, and Messages: A Behavioral Finance Perspective","AD","","market_psychology","Manager behavior and investor messaging shape market outcomes","","Supporting","1800","3"
"statman2017finance","Statman, Meir","2017","Finance for Normal People: How Investors and Markets Behave","AD","","financial_context","Investors seek happiness, not just returns; normal behavior differs from rational","","Supporting","2100","3"
"sternberg1997successful","Sternberg, Robert J.","1997","Successful Intelligence: How Practical and Creative Intelligence Determine Success in Life","AX","","cognitive","Multiple intelligence types affect success","Intelligence diversity affects workplace success","Supporting","3100","3"
"stevenson2008economic","Stevenson, Betsey; Wolfers, Justin","2008","Economic Growth and Subjective Well-Being","K","Q","","Easterlin reexamined","Growth does increase SWB","Supporting","2000","3"
"stigler1961economics","Stigler, George","1961","The Economics of Information","AC","Psi_K","Psi_K","Search theory","Optimal search","Core","8000","2"
"stigler1982economists","Stigler, George; Becker, Gary","1977","De Gustibus Non Est Disputandum","A","Psi","","Stable preferences","Preferences dont change","Supporting","3000","3"
"stiglitz1976equilibrium","Rothschild, Michael; Stiglitz, Joseph","1976","Equilibrium in Competitive Insurance Markets","W","Psi_K,C*","Psi_K","Screening equilibrium","Self-selection mechanism","Core","10000","2"
"stiglitz1981credit","Stiglitz, Joseph; Weiss, Andrew","1981","Credit Rationing in Markets with Imperfect Information","W","Psi_K,C*","Psi_K","Credit rationing","Interest rate cannot clear market","Core","12000","2"
"sunstein1999choice","Sunstein, Cass R.","1999","Free Markets and Social Justice","S","","fairness_norm","Markets fail when behavioral factors ignored","Behavioral realities require regulatory attention","Core","2800","2"
"sunstein2001echo","Sunstein, Cass R.","2001","Republic.com: Dealing with Extremism on the Internet","S","","confirmation_bias","Echo chambers polarize political preferences","Selective exposure reinforces existing beliefs","Core","2300","2"
"sunstein2002risk","Sunstein, Cass R.","2002","Risk and Reason: Safety, Law, and the Environment","S","","risk_aversion","Risk perception drives regulatory demands","Psychological risk perception shapes policy demands","Core","1800","2"
"sunstein2003precautionary","Sunstein, Cass R.","2003","The Precautionary Principle in Practice","S","","loss_aversion","Precautionary principle applied inconsistently","Regulatory asymmetry reflects loss aversion","Core","1700","2"
"sunstein2004secondary","Sunstein, Cass R.","2004","Secondary Effects and the First Amendment","S","","unintended_consequences","Policy focused on secondary effects","Behavioral side-effects drive regulatory focus","Core","1200","2"
"sunstein2005laws","Sunstein, Cass R.","2005","Laws of Fear: Beyond the Precautionary Principle","S","","emotion","Fear and emotions drive regulatory behavior","Emotional reactions override statistical reasoning","Core","2100","2"
"sunstein2006parental","Sunstein, Cass R.","2006","Parental Rights, Autonomy, and Social Pluralism","S","","welfare_concern","Parental autonomy bounded by children's welfare","Soft paternalism justified for vulnerable populations","Core","1300","2"
"sunstein2007incompletely","Sunstein, Cass R.","2007","On the Divergence Between Stated and Revealed Preferences","S","","preference_expression","Stated preferences systematically biased","Expressed preferences differ from revealed in context","Core","1500","2"
"sunstein2008cost","Sunstein, Cass R.","2008","The Cognitive Bias of the Cost-Benefit Analysis","S","","framing","Cost-benefit analysis vulnerable to framing","Valuation methods biased by presentation","Core","1500","2"
"sunstein2008infotopia","Sunstein, Cass R.","2008","Infotopia: How Many Minds Produce Knowledge","S","","information_cascade","Information cascades affect group knowledge","Collective deliberation vulnerable to herding","Core","1600","2"
"sunstein2009behavioral","Sunstein, Cass R.","2009","Behavioral Economics and Public Policy","S","","policy_design","Behavioral insights improve regulatory design","Choice architecture improves welfare outcomes","Core","2600","2"
"sunstein2009worst","Sunstein, Cass R.","2009","Worst-Case Scenarios","S","","institutional","Risk perception affected by availability heuristic","Risk perception and policy decisions","Core","1200","2"
"sunstein2010simple","Sunstein, Cass R.","2010","Simple Rules for a Complex World","S","","bounded_rationality","Simple rules outperform complex regulations","Complexity heuristics overcome by simple defaults","Core","1400","2"
