key,strategy,journal_found,journal_superkey,era,pattern,lookup_source,predictability_rate,reason,journal,year,volume,issue,pages
nagel_2016_survey,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Spanish Economic Review,Spanish Economic Review,2016,18,,1-26
nagel_buhren_2012_chess,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2012,,,
nagel_buhren_frank_2017_census,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Theory and Decision,Theory and Decision,2017,83,,489-506
nagel_costa_gomes_2002_mouse,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2002,,,
nagel_hommes_1999_expectations,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Economic Dynamics and Control,Journal of Economic Dynamics and Control,1999,23,,
nagel_oprescu_2024_ai,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2024,,,
nagel_tang_1998_learning,PATTERN,True,JRN-1016-JOEP,Elsevier,10.1016/j.joep.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Economic Psychology,1998,19,,637-665
nagel_vriend_1999_two,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Evolutionary Economics,Journal of Evolutionary Economics,1999,9,,27-65
nagel_zamir_2000_depth,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2000,,,
neumark2017experimental,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2017,null,null,
niederle2007gender,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2007,null,null,
niederle2014overconfidence,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2014,,,
niederle2015feedback,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2015,,,
nunn2011slave,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2011,null,null,
o'donoghue1999doing,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1999,null,null,
odonoghue2003selfawareness,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,Princeton University Press,2003,,,
oliver_shapiro_2006_wealth,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,"Routledge (Book, 2nd ed.)",2006,,,
orey2005behavioral,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2005,,,
oster2019unobservable,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2019,null,null,
pissarides1985short,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1985,null,null,
ross1973economic,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1973,null,null,
roth1990twosided,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Cambridge University Press,1990,,,
roth1991natural,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1991,81,3,
roth2002economist,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2002,null,null,
roth2008matching,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2008,,,
roth2015kidney,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Future of Children,Future of Children,2015,25,1,
sadun_2014_innovation_management,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2014,,,
sadun_2015_culture_management,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2017,,,
sadun_2016_hospital_management,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Health Affairs,Health Affairs,2016,35,8,
sadun_2017_ai_management,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard Business Review,Harvard Business Review,2017,,,
sadun_2017_autonomy,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2017,,,
sadun_2017_governance,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of the Economics of Corporate Governance,Handbook of the Economics of Corporate Governance,2017,,,
sadun_2018_agglomeration,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2018,,,
sadun_2018_ceo_time,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2011,,,
sadun_2019_organized_management,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard Business School Note,Harvard Business School Note,2019,,,
sadun_2019_strategic_decisions,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2019,,,
sadun_2019_women_ceos,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2019,,,
sadun_2020_covid_wfh,LOOKUP,True,JRN-2307-BPEA,JSTOR,,JSTOR,0.0,NUMERIC pattern in JSTOR era - not predictable,Brookings Papers on Economic Activity,2021,,,
sadun_2020_mortality,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2021,,,
sadun_2020_resilience,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2020,,,
sadun_2023_digitalization,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2023,,,
sadun_2025_future_work,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2025,,,
saez2016wealth,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2016,null,null,
schelling1956essay,LOOKUP,True,JRN-1257-AER,JSTOR Legacy,,JSTOR,0.92,NUMERIC pattern in JSTOR Legacy era - not predictable,American Economic Review,1956,46,3,
schelling1957bargaining,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Conflict Resolution,Conflict Resolution,1957,1,1,
schelling1960surprise,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Bulletin of the Atomic Scientists,Bulletin of the Atomic Scientists,1960,15,10,
schelling1966arms,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,1961,,,
schelling1966diplom,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,1966,,,
schelling1968life,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,Problems in Public Expenditure Analysis,1968,,,
schelling1969models,LOOKUP,True,JRN-1257-AER,JSTOR Legacy,,JSTOR,0.92,NUMERIC pattern in JSTOR Legacy era - not predictable,American Economic Review,1969,59,2,
schelling1974command,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,Social Science and National Security,1974,,,
schelling1980intimate,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: The Public Interest,The Public Interest,1980,60,,
schelling1982thinking,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,1982,,,
schelling1983ethics,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: The Tanner Lectures on Human Values,The Tanner Lectures on Human Values,1983,4,,
schelling1984choice,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,1984,,,
schelling1985enforcing,LOOKUP,True,JRN-1093-JLEO,Oxford,,CrossRef,0.0,ALPHA_NUM pattern in Oxford era - not predictable,"Journal of Law, Economics, and Organization",1985,1,2,
schelling1988value,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,The Economics of Emotions,1988,,,
schelling1989social,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Proceedings of the National Academy of Sciences,1989,86,23,
schelling1992self,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1992,82,2,
schelling2002what,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Foreign Affairs,Foreign Affairs,2002,81,3,
schelling2005essay,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Nobel Prize Lecture,Nobel Prize Lecture,2005,,,
schelling2007strategies,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,2007,,,
seo_cai_camerer_nagel_2014,PATTERN,True,JRN-1016-GEB,Modern Elsevier,10.1016/j.geb.{year}.{month}.{article},,0.75,Predictable pattern for Modern Elsevier era,Games and Economic Behavior,2014,83,,293-304
shafir1993money,LOOKUP,True,JRN-1093-QJE,JSTOR Legacy,,JSTOR,0.01,NUMERIC pattern in JSTOR Legacy era - not predictable,Quarterly Journal of Economics,1993,,,
shafir1997building,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: SIAM Review,SIAM Review,1997,,,
shafir1998default,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1998,,,
shafir1998reasoning,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Cognitive Psychology,Cognitive Psychology,1998,,,
shafir2001reason,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Cognition,Cognition,2001,,,
shafir2002decision,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2002,,,
shafir2003judgment,LOOKUP,True,JRN-1017-JDM,JDM,,CrossRef,0.0,ALPHA_NUM pattern in JDM era - not predictable,Handbook of Judgment and Decision Making,2003,,,
shafir2004debt,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Consumer Affairs,Journal of Consumer Affairs,2004,,,
shafir2005uncertainty,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2005,,,
shafir2006choice,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Behavioral Decision Making,Handbook of Behavioral Decision Making,2006,,,
shafir2007financial,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2007,,,
shafir2008complexity,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Consumer Psychology,Journal of Consumer Psychology,2008,,,
shafir2009mental,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Behavioral Finance,Handbook of Behavioral Finance,2009,,,
shafir2010poverty_cognition,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2010,,,
shafir2010reference,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2010,,,
shafir2011poverty,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2011,,,
shafir2011satisfaction,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2011,,,
shafir2012decision,LOOKUP,True,JRN-1093-QJE,Oxford Modern,,CrossRef,0.01,ALPHA_NUM pattern in Oxford Modern era - not predictable,Quarterly Journal of Economics,2012,,,
shafir2012interventions,PATTERN,True,JRN-1016-JDE,Elsevier,10.1016/j.jdeveco.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Development Economics,2012,,,
shapiro_2004_hidden_cost,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Oxford University Press (Book),2004,,,
shefrin2000behavioral,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,,2000,,,
shleifer1998quality,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1998,null,null,
smith1967experimental,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Business,Journal of Business,1967,40,1,
smith1980relevance,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,Evaluation of Econometric Models,1980,,,
smith1982double,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1982,72,1,
smith1982microeconomic,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1982,72,5,
statman2006portfolio,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Financial and Quantitative Analysis,Journal of Financial and Quantitative Analysis,2006,,,
statman2010markets,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Financial Analysts Journal,Financial Analysts Journal,2010,,,
statman2017finance,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Oxford University Press,Oxford University Press,2017,,,
stevenson2008economic,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2008,null,null,
stigler1961economics,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1961,null,null,
stigler1982economists,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1977,null,null,
stiglitz1976equilibrium,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1976,null,null,
sunstein1999choice,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Oxford University Press,Oxford University Press,1999,,,
sunstein2001echo,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Princeton University Press,Princeton University Press,2001,,,
sunstein2002risk,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Cambridge University Press,Cambridge University Press,2002,,,
sunstein2003precautionary,LOOKUP,True,JRN-1007-JRU,Springer,,CrossRef,0.0,ALPHA_NUM pattern in Springer era - not predictable,Journal of Risk and Uncertainty,2003,,,
sunstein2004secondary,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Constitutional Law,Journal of Constitutional Law,2004,,,
sunstein2005laws,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard University Press,Harvard University Press,2005,,,
sunstein2006parental,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Legal Studies,Journal of Legal Studies,2006,,,
sunstein2008cost,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Legal Studies,Journal of Legal Studies,2008,,,
sunstein2008infotopia,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Oxford University Press,Oxford University Press,2008,,,
sunstein2009behavioral,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Yale Review of Law \& Social Change,Yale Review of Law \& Social Change,2009,,,
sunstein2009worst,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard University Press,Harvard University Press,2009,,,
sunstein2010simple,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Legal Studies,Journal of Legal Studies,2010,,,
sunstein2012simpler,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Simon \& Schuster,Simon \& Schuster,2012,,,
sunstein2013why,LOOKUP,True,JRN-1002-JBDM,Wiley,,CrossRef,0.0,ALPHA_NUM pattern in Wiley era - not predictable,Journal of Behavioral Decision Making,2013,,,
sunstein2014consensus,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Environmental Law,Journal of Environmental Law,2014,,,
sunstein2014nudging,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2014,null,null,
sunstein2014splinter,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Princeton University Press,Princeton University Press,2014,,,
sunstein2015rule,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard University Press,Harvard University Press,2015,,,
sutter_czermak_nagel_feri_2013,PATTERN,True,JRN-1016-EER,Elsevier,10.1016/j.euroecorev.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,European Economic Review,2013,64,,395-410
tabellini2008institutions,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2008,null,null,
thaler1985endowment,LOOKUP,True,JRN-1002-JBDM,Wiley,,CrossRef,0.0,ALPHA_NUM pattern in Wiley era - not predictable,Journal of Behavioral Decision Making,1985,,,
thaler1988mental,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,The Journal of Economic Behavior \& Organization,1988,,,
thaler1992opportunity,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Princeton University Press,Princeton University Press,1992,,,
thaler1994gift,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1994,,,
thaler1997mental,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: The American Enterprise,The American Enterprise,1997,,,
thaler2004value,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2004,,,
thaler2005mental,LOOKUP,True,JRN-1037-PBULL,APA,,CrossRef,0.8,"Missing required fields for pattern: volume, issue, pages",Psychological Bulletin,2005,,,
thaler2006behavioral,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Applied Corporate Finance,Journal of Applied Corporate Finance,2006,,,
thaler2009advances,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2009,,,
thaler2010mental,LOOKUP,True,JRN-1002-JBDM,Wiley,,CrossRef,0.0,ALPHA_NUM pattern in Wiley era - not predictable,Journal of Behavioral Decision Making,2010,,,
thaler2011mental,LOOKUP,True,JRN-1002-JBDM,Wiley,,CrossRef,0.0,ALPHA_NUM pattern in Wiley era - not predictable,Journal of Behavioral Decision Making,2011,,,
thaler2012behavioral,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2012,,,
thaler2013mental,PATTERN,True,JRN-1016-JOEP,Elsevier,10.1016/j.joep.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Economic Psychology,2013,,,
tirole2003platform,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2003,null,null,
tirole_1988_industrial_organization,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,MIT Press (Book),1988,,,
tirole_2006_theory_corporate_finance,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Princeton University Press (Book),2006,,,
tirole_2010_climate,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: TSE Working Papers,TSE Working Papers,2010,,,
tirole_2017_economics_common_good,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Princeton University Press (Book),2017,,,
tirole_armstrong_2007_platform_bundling,LOOKUP,True,JRN-2307-RAND,JSTOR,,JSTOR,0.0,NUMERIC pattern in JSTOR era - not predictable,RAND Journal of Economics (Working Paper),2007,,,
tirole_caillaud_2003_chicken_egg,LOOKUP,True,JRN-2307-RAND,JSTOR,,JSTOR,0.0,NUMERIC pattern in JSTOR era - not predictable,RAND Journal of Economics,2003,34,2,
tirole_dewatripont_1994_prudential,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,MIT Press (Book),1994,,,
tirole_farrell_1995_standardization,LOOKUP,True,JRN-2307-RAND,JSTOR,,JSTOR,0.0,NUMERIC pattern in JSTOR era - not predictable,RAND Journal of Economics,1995,16,1,
tirole_freixas_2012_public_goods,LOOKUP,True,JRN-1093-RES,Wiley,,CrossRef,0.0,OTHER pattern in Wiley era - not predictable,Review of Economic Studies (Working Paper),2012,,,
tirole_fudenberg_1984_exit,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1984,74,2,
tirole_fudenberg_1991_game_theory,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,MIT Press (Book),1991,,,
tirole_holmstrom_2000_government,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Industrial Organization,Handbook of Industrial Organization,2000,,,
tirole_laffont_1993_regulation,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,MIT Press (Book),1993,,,
tirole_laffont_1999_telecommunications_competition,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: MIT Press Working Papers,MIT Press Working Papers,1999,,,
tirole_laffont_2000_telecommunications,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,MIT Press (Book),2000,,,
tirole_rey_2003_divergence,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1986,76,5,
tirole_rochet_2006_twosided,LOOKUP,True,JRN-2307-RAND,JSTOR,,JSTOR,0.0,NUMERIC pattern in JSTOR era - not predictable,RAND Journal of Economics,2006,37,3,
tirole_rochet_2008_competition_policy,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Antitrust Economics (Working Paper),Handbook of Antitrust Economics (Working Paper),2008,,,
tversky1973psychology,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Cognitive Psychology,Cognitive Psychology,1973,,,
tversky1981consequences,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Science,1981,,,
tversky1992advances2,LOOKUP,True,JRN-1007-JRU,Springer,,CrossRef,0.0,ALPHA_NUM pattern in Springer era - not predictable,Journal of Risk and Uncertainty,1992,,,
vandensteen_2002_beliefs_thesis,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: PhD Thesis,PhD Thesis,2002,,,
vandensteen_2003_skill,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2003,,,
vandensteen_2006_origins_culture,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2006,,,
vandensteen_2007_rational_agents,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2007,,,
vandensteen_2008_disagreement_beliefs,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2008,,,
vandensteen_2011_means_ends,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2011,,,
vandensteen_2013_structure_strategy,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2013,,,
vandensteen_2014_corporate_performance,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2014,,,
vandensteen_2014_tesla,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard Business School Case,Harvard Business School Case,2014,,,
vandensteen_2015_coordination,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2015,,,
vandensteen_2016_openai,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard Business School Case,Harvard Business School Case,2016,,,
vandensteen_2016_strategy_mistakes,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard Business Review,Harvard Business Review,2016,,,
vandensteen_2019_vision_leadership,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2019,,,
vandensteen_2020_culture_performance,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2020,,,
vandensteen_2021_purposeful,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard Business School Case,Harvard Business School Case,2021,,,
vandensteen_2022_strategy_uncertainty,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2022,,,
vandensteen_2023_strategic_choice,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2023,,,
vandensteen_2024_culture_dynamics,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2024,,,
vandensteen_gibbons_2015_handbook,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Organizational Economics,Handbook of Organizational Economics,2015,,,
vandensteen_hart_2017_firms,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2017,,,
weber_nagel_2003_convergence,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2003,,,
williamson1985economic,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1985,null,null,
ackerberg2003,PATTERN,True,JRN-1111-IER,Wiley,10.1111/j.1468-2354.{year}.{suffix}.x,,0.5,Predictable pattern for Wiley era,International Economic Review,2003,,,
ariely2004,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2004,,,
ariely2007,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2007,,,
ariely2008,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2008,,,
ariely2013,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2013,,,
armin2007,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2007,,,
autor2022,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2022,,,
autor2024,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2024,,,
banerjee2021,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: AER: Insights,AER: Insights,2021,,,
becker1988,LOOKUP,True,JRN-1086-JPE,Chicago,,Chicago/CrossRef,0.0,NUMERIC pattern in Chicago era - not predictable,Journal of Political Economy,1988,,,
bernheim2009,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2009,,,
bertrand2011,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2011,,,
bolton2000,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2000,,,
camerer1999,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,1999,,,
camerer2003,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2003,,,
camerer2004,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2004,,,
camerer2005,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2005,,,
camerer2010,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2010,,,
camerer2011,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2011,,,
camerer2013,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2013,,,
camerer2017,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2017,,,
charness2009,LOOKUP,True,JRN-3982-ECTA,Wiley,,CrossRef,0.05,OTHER pattern in Wiley era - not predictable,Econometrica,2009,,,
charness2025,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2025,,,
cialdini1984,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,1984,,,
coase1960,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,1960,,,
croson2009,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2009,,,
deci1971,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,1971,,,
dolan2008,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2008,,,
dolan2011,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2011,,,
dorn2013,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: N/A,,2013,,,
